year,metric,season,temperature_c,in_common_window,baseline_period,missing_type
1773,mean,annual,9.29,FALSE,NA,observed
1774,mean,winter,2.88,FALSE,NA,observed
1774,mean,spring,8.64,FALSE,NA,observed
1774,mean,summer,15.6,FALSE,NA,observed
1774,mean,autumn,9.17,FALSE,NA,observed
1774,mean,annual,9.08,FALSE,NA,observed
1775,mean,winter,4.69,FALSE,NA,observed
1775,mean,spring,9.45,FALSE,NA,observed
1775,mean,summer,16.35,FALSE,NA,observed
1775,mean,autumn,9.45,FALSE,NA,observed
1775,mean,annual,10.1,FALSE,NA,observed
1776,mean,winter,2.2,FALSE,NA,observed
1776,mean,spring,8.88,FALSE,NA,observed
1776,mean,summer,15.2,FALSE,NA,observed
1776,mean,autumn,9.73,FALSE,NA,observed
1776,mean,annual,9.01,FALSE,NA,observed
1777,mean,winter,2.87,FALSE,NA,observed
1777,mean,spring,8.57,FALSE,NA,observed
1777,mean,summer,14.93,FALSE,NA,observed
1777,mean,autumn,10.52,FALSE,NA,observed
1777,mean,annual,9.11,FALSE,NA,observed
1778,mean,winter,2.54,FALSE,NA,observed
1778,mean,spring,7.76,FALSE,NA,observed
1778,mean,summer,16.5,FALSE,NA,observed
1778,mean,autumn,8.71,FALSE,NA,observed
1778,mean,annual,9.2,FALSE,NA,observed
1779,mean,winter,5.52,FALSE,NA,observed
1779,mean,spring,9.76,FALSE,NA,observed
1779,mean,summer,16.61,FALSE,NA,observed
1779,mean,autumn,10.56,FALSE,NA,observed
1779,mean,annual,10.39,FALSE,NA,observed
1780,mean,winter,1.41,FALSE,NA,observed
1780,mean,spring,9.02,FALSE,NA,observed
1780,mean,summer,16.18,FALSE,NA,observed
1780,mean,autumn,9.65,FALSE,NA,observed
1780,mean,annual,9.1,FALSE,NA,observed
1781,mean,winter,3.34,FALSE,NA,observed
1781,mean,spring,9.26,FALSE,NA,observed
1781,mean,summer,16.96,FALSE,NA,observed
1781,mean,autumn,10.39,FALSE,NA,observed
1781,mean,annual,10.2,FALSE,NA,observed
1782,mean,winter,4.2,FALSE,NA,observed
1782,mean,spring,6.07,FALSE,NA,observed
1782,mean,summer,14.86,FALSE,NA,observed
1782,mean,autumn,7.7,FALSE,NA,observed
1782,mean,annual,8.01,FALSE,NA,observed
1783,mean,winter,3.13,FALSE,NA,observed
1783,mean,spring,7.87,FALSE,NA,observed
1783,mean,summer,16.47,FALSE,NA,observed
1783,mean,autumn,9.62,FALSE,NA,observed
1783,mean,annual,9.3,FALSE,NA,observed
1784,mean,winter,1.16,FALSE,NA,observed
1784,mean,spring,7.31,FALSE,NA,observed
1784,mean,summer,14.26,FALSE,NA,observed
1784,mean,autumn,9.3,FALSE,NA,observed
1784,mean,annual,7.82,FALSE,NA,observed
1785,mean,winter,1.38,FALSE,NA,observed
1785,mean,spring,7.26,FALSE,NA,observed
1785,mean,summer,15.34,FALSE,NA,observed
1785,mean,autumn,9.28,FALSE,NA,observed
1785,mean,annual,8.56,FALSE,NA,observed
1786,mean,winter,2.93,FALSE,NA,observed
1786,mean,spring,7.08,FALSE,NA,observed
1786,mean,summer,15.38,FALSE,NA,observed
1786,mean,autumn,7.46,FALSE,NA,observed
1786,mean,annual,8.25,FALSE,NA,observed
1787,mean,winter,4.04,FALSE,NA,observed
1787,mean,spring,8.56,FALSE,NA,observed
1787,mean,summer,15.07,FALSE,NA,observed
1787,mean,autumn,9.03,FALSE,NA,observed
1787,mean,annual,9.29,FALSE,NA,observed
1788,mean,winter,3.82,FALSE,NA,observed
1788,mean,spring,8.89,FALSE,NA,observed
1788,mean,summer,15.62,FALSE,NA,observed
1788,mean,autumn,9.75,FALSE,NA,observed
1788,mean,annual,9.19,FALSE,NA,observed
1789,mean,winter,1.99,FALSE,NA,observed
1789,mean,spring,7.29,FALSE,NA,observed
1789,mean,summer,15.3,FALSE,NA,observed
1789,mean,autumn,8.72,FALSE,NA,observed
1789,mean,annual,8.9,FALSE,NA,observed
1790,mean,winter,5.64,FALSE,NA,observed
1790,mean,spring,8.12,FALSE,NA,observed
1790,mean,summer,15,FALSE,NA,observed
1790,mean,autumn,9.52,FALSE,NA,observed
1790,mean,annual,9.44,FALSE,NA,observed
1791,mean,winter,4.42,FALSE,NA,observed
1791,mean,spring,8.85,FALSE,NA,observed
1791,mean,summer,15.29,FALSE,NA,observed
1791,mean,autumn,9.49,FALSE,NA,observed
1791,mean,annual,9.27,FALSE,NA,observed
1792,mean,winter,2.57,FALSE,NA,observed
1792,mean,spring,8.65,FALSE,NA,observed
1792,mean,summer,15.12,FALSE,NA,observed
1792,mean,autumn,9.18,FALSE,NA,observed
1792,mean,annual,9.17,FALSE,NA,observed
1793,mean,winter,3.91,FALSE,NA,observed
1793,mean,spring,7.09,FALSE,NA,observed
1793,mean,summer,15.35,FALSE,NA,observed
1793,mean,autumn,9.67,FALSE,NA,observed
1793,mean,annual,9.11,FALSE,NA,observed
1794,mean,winter,4.66,FALSE,NA,observed
1794,mean,spring,9.46,FALSE,NA,observed
1794,mean,summer,16.4,FALSE,NA,observed
1794,mean,autumn,9.36,FALSE,NA,observed
1794,mean,annual,9.86,FALSE,NA,observed
1795,mean,winter,0.46,FALSE,NA,observed
1795,mean,spring,7.46,FALSE,NA,observed
1795,mean,summer,14.97,FALSE,NA,observed
1795,mean,autumn,10.71,FALSE,NA,observed
1795,mean,annual,8.69,FALSE,NA,observed
1796,mean,winter,6.22,FALSE,NA,observed
1796,mean,spring,8.17,FALSE,NA,observed
1796,mean,summer,14.8,FALSE,NA,observed
1796,mean,autumn,9.08,FALSE,NA,observed
1796,mean,annual,8.99,FALSE,NA,observed
1797,mean,winter,2.55,FALSE,NA,observed
1797,mean,spring,7.64,FALSE,NA,observed
1797,mean,summer,15.55,FALSE,NA,observed
1797,mean,autumn,8.43,FALSE,NA,observed
1797,mean,annual,9.01,FALSE,NA,observed
1798,mean,winter,4.13,FALSE,NA,observed
1798,mean,spring,9.42,FALSE,NA,observed
1798,mean,summer,16.49,FALSE,NA,observed
1798,mean,autumn,9.37,FALSE,NA,observed
1798,mean,annual,9.6,FALSE,NA,observed
1799,mean,winter,1.97,FALSE,NA,observed
1799,mean,spring,6.1,FALSE,NA,observed
1799,mean,summer,14.52,FALSE,NA,observed
1799,mean,autumn,8.89,FALSE,NA,observed
1799,mean,annual,7.88,FALSE,NA,observed
1800,mean,winter,2.1,FALSE,NA,observed
1800,mean,spring,8.53,FALSE,NA,observed
1800,mean,summer,16.16,FALSE,NA,observed
1800,mean,autumn,9.5,FALSE,NA,observed
1800,mean,annual,9.28,FALSE,NA,observed
1801,mean,winter,4.21,FALSE,NA,observed
1801,mean,spring,9.05,FALSE,NA,observed
1801,mean,summer,16.01,FALSE,NA,observed
1801,mean,autumn,9.74,FALSE,NA,observed
1801,mean,annual,9.63,FALSE,NA,observed
1802,mean,winter,2.2,FALSE,NA,observed
1802,mean,spring,8.36,FALSE,NA,observed
1802,mean,summer,14.82,FALSE,NA,observed
1802,mean,autumn,9.67,FALSE,NA,observed
1802,mean,annual,8.98,FALSE,NA,observed
1803,mean,winter,2.91,FALSE,NA,observed
1803,mean,spring,8.65,FALSE,NA,observed
1803,mean,summer,15.83,FALSE,NA,observed
1803,mean,autumn,8.58,FALSE,NA,observed
1803,mean,annual,9.09,FALSE,NA,observed
1804,mean,winter,4.4,FALSE,NA,observed
1804,mean,spring,8.3,FALSE,NA,observed
1804,mean,summer,15.87,FALSE,NA,observed
1804,mean,autumn,10.51,FALSE,NA,observed
1804,mean,annual,9.59,FALSE,NA,observed
1805,mean,winter,2.72,FALSE,NA,observed
1805,mean,spring,8.23,FALSE,NA,observed
1805,mean,summer,15.23,FALSE,NA,observed
1805,mean,autumn,9.19,FALSE,NA,observed
1805,mean,annual,9,FALSE,NA,observed
1806,mean,winter,4.02,FALSE,NA,observed
1806,mean,spring,8.02,FALSE,NA,observed
1806,mean,summer,15.52,FALSE,NA,observed
1806,mean,autumn,10.6,FALSE,NA,observed
1806,mean,annual,9.84,FALSE,NA,observed
1807,mean,winter,4.45,FALSE,NA,observed
1807,mean,spring,7.47,FALSE,NA,observed
1807,mean,summer,16.09,FALSE,NA,observed
1807,mean,autumn,8.31,FALSE,NA,observed
1807,mean,annual,8.69,FALSE,NA,observed
1808,mean,winter,2.43,FALSE,NA,observed
1808,mean,spring,7.6,FALSE,NA,observed
1808,mean,summer,16.66,FALSE,NA,observed
1808,mean,autumn,8.62,FALSE,NA,observed
1808,mean,annual,8.87,FALSE,NA,observed
1809,mean,winter,3.23,FALSE,NA,observed
1809,mean,spring,8.14,FALSE,NA,observed
1809,mean,summer,14.55,FALSE,NA,observed
1809,mean,autumn,9.18,FALSE,NA,observed
1809,mean,annual,8.97,FALSE,NA,observed
1810,mean,winter,3.27,FALSE,NA,observed
1810,mean,spring,7.42,FALSE,NA,observed
1810,mean,summer,14.81,FALSE,NA,observed
1810,mean,autumn,9.71,FALSE,NA,observed
1810,mean,annual,8.78,FALSE,NA,observed
1811,mean,winter,3.08,FALSE,NA,observed
1811,mean,spring,9.61,FALSE,NA,observed
1811,mean,summer,14.88,FALSE,NA,observed
1811,mean,autumn,11.26,FALSE,NA,observed
1811,mean,annual,9.7,FALSE,NA,observed
1812,mean,winter,3.65,FALSE,NA,observed
1812,mean,spring,6.64,FALSE,NA,observed
1812,mean,summer,13.86,FALSE,NA,observed
1812,mean,autumn,9.14,FALSE,NA,observed
1812,mean,annual,8.21,FALSE,NA,observed
1813,mean,winter,3.05,FALSE,NA,observed
1813,mean,spring,8.68,FALSE,NA,observed
1813,mean,summer,14.38,FALSE,NA,observed
1813,mean,autumn,8.3,FALSE,NA,observed
1813,mean,annual,8.73,FALSE,NA,observed
1814,mean,winter,0.41,FALSE,NA,observed
1814,mean,spring,7.2,FALSE,NA,observed
1814,mean,summer,14.33,FALSE,NA,observed
1814,mean,autumn,8.54,FALSE,NA,observed
1814,mean,annual,7.78,FALSE,NA,observed
1815,mean,winter,3.61,FALSE,NA,observed
1815,mean,spring,9.36,FALSE,NA,observed
1815,mean,summer,14.84,FALSE,NA,observed
1815,mean,autumn,9.05,FALSE,NA,observed
1815,mean,annual,9.08,FALSE,NA,observed
1816,mean,winter,2.39,FALSE,NA,observed
1816,mean,spring,6.8,FALSE,NA,observed
1816,mean,summer,13.38,FALSE,NA,observed
1816,mean,autumn,8.69,FALSE,NA,observed
1816,mean,annual,7.89,FALSE,NA,observed
1817,mean,winter,4.6,FALSE,NA,observed
1817,mean,spring,7.27,FALSE,NA,observed
1817,mean,summer,14.27,FALSE,NA,observed
1817,mean,autumn,9.53,FALSE,NA,observed
1817,mean,annual,8.89,FALSE,NA,observed
1818,mean,winter,3.22,FALSE,NA,observed
1818,mean,spring,7.59,FALSE,NA,observed
1818,mean,summer,16.64,FALSE,NA,observed
1818,mean,autumn,11.6,FALSE,NA,observed
1818,mean,annual,9.89,FALSE,NA,observed
1819,mean,winter,4.11,FALSE,NA,observed
1819,mean,spring,8.97,FALSE,NA,observed
1819,mean,summer,15.76,FALSE,NA,observed
1819,mean,autumn,8.87,FALSE,NA,observed
1819,mean,annual,9.27,FALSE,NA,observed
1820,mean,winter,1.39,FALSE,NA,observed
1820,mean,spring,8.33,FALSE,NA,observed
1820,mean,summer,14.68,FALSE,NA,observed
1820,mean,autumn,8.66,FALSE,NA,observed
1820,mean,annual,8.57,FALSE,NA,observed
1821,mean,winter,3.52,FALSE,NA,observed
1821,mean,spring,8.2,FALSE,NA,observed
1821,mean,summer,14.53,FALSE,NA,observed
1821,mean,autumn,11.29,FALSE,NA,observed
1821,mean,annual,9.56,FALSE,NA,observed
1822,mean,winter,5.8,FALSE,NA,observed
1822,mean,spring,9.62,FALSE,NA,observed
1822,mean,summer,15.96,FALSE,NA,observed
1822,mean,autumn,10.44,FALSE,NA,observed
1822,mean,annual,10.07,FALSE,NA,observed
1823,mean,winter,1.47,FALSE,NA,observed
1823,mean,spring,7.99,FALSE,NA,observed
1823,mean,summer,13.62,FALSE,NA,observed
1823,mean,autumn,9.33,FALSE,NA,observed
1823,mean,annual,8.41,FALSE,NA,observed
1824,mean,winter,4.61,FALSE,NA,observed
1824,mean,spring,7.57,FALSE,NA,observed
1824,mean,summer,14.85,FALSE,NA,observed
1824,mean,autumn,10.13,FALSE,NA,observed
1824,mean,annual,9.32,FALSE,NA,observed
1825,mean,winter,4.28,FALSE,NA,observed
1825,mean,spring,8.57,FALSE,NA,observed
1825,mean,summer,15.89,FALSE,NA,observed
1825,mean,autumn,10.38,FALSE,NA,observed
1825,mean,annual,9.77,FALSE,NA,observed
1826,mean,winter,3.72,FALSE,NA,observed
1826,mean,spring,8.77,FALSE,NA,observed
1826,mean,summer,17.61,FALSE,NA,observed
1826,mean,autumn,9.72,FALSE,NA,observed
1826,mean,annual,10.09,FALSE,NA,observed
1827,mean,winter,2.81,FALSE,NA,observed
1827,mean,spring,8.91,FALSE,NA,observed
1827,mean,summer,15.17,FALSE,NA,observed
1827,mean,autumn,10.69,FALSE,NA,observed
1827,mean,annual,9.52,FALSE,NA,observed
1828,mean,winter,5.75,FALSE,NA,observed
1828,mean,spring,9.12,FALSE,NA,observed
1828,mean,summer,15.57,FALSE,NA,observed
1828,mean,autumn,10.63,FALSE,NA,observed
1828,mean,annual,10.32,FALSE,NA,observed
1829,mean,winter,4,FALSE,NA,observed
1829,mean,spring,7.85,FALSE,NA,observed
1829,mean,summer,14.77,FALSE,NA,observed
1829,mean,autumn,8.04,FALSE,NA,observed
1829,mean,annual,8.18,FALSE,NA,observed
1830,mean,winter,1.1,FALSE,NA,observed
1830,mean,spring,9.55,FALSE,NA,observed
1830,mean,summer,14.22,FALSE,NA,observed
1830,mean,autumn,9.75,FALSE,NA,observed
1830,mean,annual,8.73,FALSE,NA,observed
1831,mean,winter,2.66,FALSE,NA,observed
1831,mean,spring,9.31,FALSE,NA,observed
1831,mean,summer,16.34,FALSE,NA,observed
1831,mean,autumn,10.69,FALSE,NA,observed
1831,mean,annual,10.13,FALSE,NA,observed
1832,mean,winter,4.11,FALSE,NA,observed
1832,mean,spring,8.44,FALSE,NA,observed
1832,mean,summer,15.51,FALSE,NA,observed
1832,mean,autumn,10.07,FALSE,NA,observed
1832,mean,annual,9.5,FALSE,NA,observed
1833,mean,winter,3.95,FALSE,NA,observed
1833,mean,spring,8.92,FALSE,NA,observed
1833,mean,summer,14.9,FALSE,NA,observed
1833,mean,autumn,9.61,FALSE,NA,observed
1833,mean,annual,9.52,FALSE,NA,observed
1834,mean,winter,6.55,FALSE,NA,observed
1834,mean,spring,9.28,FALSE,NA,observed
1834,mean,summer,16.18,FALSE,NA,observed
1834,mean,autumn,10.38,FALSE,NA,observed
1834,mean,annual,10.51,FALSE,NA,observed
1835,mean,winter,4.71,FALSE,NA,observed
1835,mean,spring,8.57,FALSE,NA,observed
1835,mean,summer,16.12,FALSE,NA,observed
1835,mean,autumn,9.63,FALSE,NA,observed
1835,mean,annual,9.57,FALSE,NA,observed
1836,mean,winter,3.43,FALSE,NA,observed
1836,mean,spring,8.05,FALSE,NA,observed
1836,mean,summer,15.1,FALSE,NA,observed
1836,mean,autumn,8.53,FALSE,NA,observed
1836,mean,annual,8.88,FALSE,NA,observed
1837,mean,winter,3.81,FALSE,NA,observed
1837,mean,spring,5.64,FALSE,NA,observed
1837,mean,summer,16.05,FALSE,NA,observed
1837,mean,autumn,9.42,FALSE,NA,observed
1837,mean,annual,8.86,FALSE,NA,observed
1838,mean,winter,1.44,FALSE,NA,observed
1838,mean,spring,7.18,FALSE,NA,observed
1838,mean,summer,15.05,FALSE,NA,observed
1838,mean,autumn,9.05,FALSE,NA,observed
1838,mean,annual,8.1,FALSE,NA,observed
1839,mean,winter,3.62,FALSE,NA,observed
1839,mean,spring,6.94,FALSE,NA,observed
1839,mean,summer,14.61,FALSE,NA,observed
1839,mean,autumn,9.67,FALSE,NA,observed
1839,mean,annual,8.71,FALSE,NA,observed
1840,mean,winter,3.8,FALSE,NA,observed
1840,mean,spring,8.29,FALSE,NA,observed
1840,mean,summer,14.61,FALSE,NA,observed
1840,mean,autumn,8.14,FALSE,NA,observed
1840,mean,annual,8.52,FALSE,NA,observed
1841,mean,winter,1.57,FALSE,NA,observed
1841,mean,spring,9.36,FALSE,NA,observed
1841,mean,summer,13.78,FALSE,NA,observed
1841,mean,autumn,9.1,FALSE,NA,observed
1841,mean,annual,8.75,FALSE,NA,observed
1842,mean,winter,3.03,FALSE,NA,observed
1842,mean,spring,8.55,FALSE,NA,observed
1842,mean,summer,15.74,FALSE,NA,observed
1842,mean,autumn,8.62,FALSE,NA,observed
1842,mean,annual,9.26,FALSE,NA,observed
1843,mean,winter,4.46,FALSE,NA,observed
1843,mean,spring,8.17,FALSE,NA,observed
1843,mean,summer,14.33,FALSE,NA,observed
1843,mean,autumn,9.32,FALSE,NA,observed
1843,mean,annual,9.11,FALSE,NA,observed
1844,mean,winter,4.33,FALSE,NA,observed
1844,mean,spring,8.42,FALSE,NA,observed
1844,mean,summer,14.53,FALSE,NA,observed
1844,mean,autumn,9.47,FALSE,NA,observed
1844,mean,annual,8.61,FALSE,NA,observed
1845,mean,winter,1.52,FALSE,NA,observed
1845,mean,spring,6.68,FALSE,NA,observed
1845,mean,summer,14.23,FALSE,NA,observed
1845,mean,autumn,9.21,FALSE,NA,observed
1845,mean,annual,8.3,FALSE,NA,observed
1846,mean,winter,5.75,FALSE,NA,observed
1846,mean,spring,8.75,FALSE,NA,observed
1846,mean,summer,17.09,FALSE,NA,observed
1846,mean,autumn,10.36,FALSE,NA,observed
1846,mean,annual,10.16,FALSE,NA,observed
1847,mean,winter,1.67,FALSE,NA,observed
1847,mean,spring,8.19,FALSE,NA,observed
1847,mean,summer,15.56,FALSE,NA,observed
1847,mean,autumn,10.05,FALSE,NA,observed
1847,mean,annual,9.27,FALSE,NA,observed
1848,mean,winter,4.05,FALSE,NA,observed
1848,mean,spring,9.36,FALSE,NA,observed
1848,mean,summer,14.58,FALSE,NA,observed
1848,mean,autumn,9.45,FALSE,NA,observed
1848,mean,annual,9.43,FALSE,NA,observed
1849,mean,winter,5.04,FALSE,NA,observed
1849,mean,spring,8.22,FALSE,NA,observed
1849,mean,summer,14.99,FALSE,NA,observed
1849,mean,autumn,9.7,FALSE,NA,observed
1849,mean,annual,9.33,FALSE,NA,observed
1850,mean,winter,3.41,FALSE,NA,observed
1850,mean,spring,7.93,FALSE,NA,observed
1850,mean,summer,15.36,FALSE,NA,observed
1850,mean,autumn,9.19,FALSE,NA,observed
1850,mean,annual,9.1,FALSE,NA,observed
1851,mean,winter,4.98,FALSE,NA,observed
1851,mean,spring,7.88,FALSE,NA,observed
1851,mean,summer,14.81,FALSE,NA,observed
1851,mean,autumn,8.89,FALSE,NA,observed
1851,mean,annual,9.18,FALSE,NA,observed
1852,mean,winter,4.81,FALSE,NA,observed
1852,mean,spring,8,FALSE,NA,observed
1852,mean,summer,15.94,FALSE,NA,observed
1852,mean,autumn,9.52,FALSE,NA,observed
1852,mean,annual,9.82,FALSE,NA,observed
1853,mean,winter,4.59,FALSE,NA,observed
1853,mean,spring,7.31,FALSE,NA,observed
1853,mean,summer,14.64,FALSE,NA,observed
1853,mean,autumn,9.23,FALSE,NA,observed
1853,mean,annual,8.42,FALSE,NA,observed
1854,mean,winter,3.03,FALSE,NA,observed
1854,mean,spring,8.73,FALSE,NA,observed
1854,mean,summer,14.62,FALSE,NA,observed
1854,mean,autumn,9.56,FALSE,NA,observed
1854,mean,annual,9.34,FALSE,NA,observed
1855,mean,winter,2.05,FALSE,NA,observed
1855,mean,spring,6.39,FALSE,NA,observed
1855,mean,summer,15.29,FALSE,NA,observed
1855,mean,autumn,9.4,FALSE,NA,observed
1855,mean,annual,8.09,FALSE,NA,observed
1856,mean,winter,3.77,FALSE,NA,observed
1856,mean,spring,7.21,FALSE,NA,observed
1856,mean,summer,15.25,FALSE,NA,observed
1856,mean,autumn,9.35,FALSE,NA,observed
1856,mean,annual,9.08,FALSE,NA,observed
1857,mean,winter,3.75,FALSE,NA,observed
1857,mean,spring,8.04,FALSE,NA,observed
1857,mean,summer,16.54,FALSE,NA,observed
1857,mean,autumn,11,FALSE,NA,observed
1857,mean,annual,10.11,FALSE,NA,observed
1858,mean,winter,4.25,FALSE,NA,observed
1858,mean,spring,7.8,FALSE,NA,observed
1858,mean,summer,15.79,FALSE,NA,observed
1858,mean,autumn,9.53,FALSE,NA,observed
1858,mean,annual,9.16,FALSE,NA,observed
1859,mean,winter,5.11,FALSE,NA,observed
1859,mean,spring,8.85,FALSE,NA,observed
1859,mean,summer,16.45,FALSE,NA,observed
1859,mean,autumn,9.11,FALSE,NA,observed
1859,mean,annual,9.64,FALSE,NA,observed
1860,mean,winter,2.28,FALSE,NA,observed
1860,mean,spring,7.38,FALSE,NA,observed
1860,mean,summer,13.48,FALSE,NA,observed
1860,mean,autumn,8.51,FALSE,NA,observed
1860,mean,annual,7.89,FALSE,NA,observed
1861,mean,winter,2.52,FALSE,NA,observed
1861,mean,spring,8.07,FALSE,NA,observed
1861,mean,summer,15.24,FALSE,NA,observed
1861,mean,autumn,9.72,FALSE,NA,observed
1861,mean,annual,9.15,FALSE,NA,observed
1862,mean,winter,4.27,FALSE,NA,observed
1862,mean,spring,8.87,FALSE,NA,observed
1862,mean,summer,13.85,FALSE,NA,observed
1862,mean,autumn,8.85,FALSE,NA,observed
1862,mean,annual,9.21,FALSE,NA,observed
1863,mean,winter,5.73,FALSE,NA,observed
1863,mean,spring,8.63,FALSE,NA,observed
1863,mean,summer,14.78,FALSE,NA,observed
1863,mean,autumn,9.6,FALSE,NA,observed
1863,mean,annual,9.69,FALSE,NA,observed
1864,mean,winter,3.7,FALSE,NA,observed
1864,mean,spring,8.63,FALSE,NA,observed
1864,mean,summer,14.44,FALSE,NA,observed
1864,mean,autumn,9.49,FALSE,NA,observed
1864,mean,annual,8.86,FALSE,NA,observed
1865,mean,winter,2.71,FALSE,NA,observed
1865,mean,spring,8.68,FALSE,NA,observed
1865,mean,summer,15.77,FALSE,NA,observed
1865,mean,autumn,10.89,FALSE,NA,observed
1865,mean,annual,9.72,FALSE,NA,observed
1866,mean,winter,5.36,FALSE,NA,observed
1866,mean,spring,7.79,FALSE,NA,observed
1866,mean,summer,15.23,FALSE,NA,observed
1866,mean,autumn,10.14,FALSE,NA,observed
1866,mean,annual,9.68,FALSE,NA,observed
1867,mean,winter,4.66,FALSE,NA,observed
1867,mean,spring,7.92,FALSE,NA,observed
1867,mean,summer,15.11,FALSE,NA,observed
1867,mean,autumn,9.23,FALSE,NA,observed
1867,mean,annual,9.03,FALSE,NA,observed
1868,mean,winter,4.49,FALSE,NA,observed
1868,mean,spring,9.68,FALSE,NA,observed
1868,mean,summer,16.88,FALSE,NA,observed
1868,mean,autumn,9.19,FALSE,NA,observed
1868,mean,annual,10.4,FALSE,NA,observed
1869,mean,winter,6.74,FALSE,NA,observed
1869,mean,spring,7.81,FALSE,NA,observed
1869,mean,summer,15.36,FALSE,NA,observed
1869,mean,autumn,9.96,FALSE,NA,observed
1869,mean,annual,9.61,FALSE,NA,observed
1870,mean,winter,2.97,FALSE,NA,observed
1870,mean,spring,8.53,FALSE,NA,observed
1870,mean,summer,16.14,FALSE,NA,observed
1870,mean,autumn,9.04,FALSE,NA,observed
1870,mean,annual,9.02,FALSE,NA,observed
1871,mean,winter,2.28,FALSE,NA,observed
1871,mean,spring,9.1,FALSE,NA,observed
1871,mean,summer,15.09,FALSE,NA,observed
1871,mean,autumn,8.65,FALSE,NA,observed
1871,mean,annual,9.07,FALSE,NA,observed
1872,mean,winter,5.13,FALSE,NA,observed
1872,mean,spring,8.23,FALSE,NA,observed
1872,mean,summer,15.52,FALSE,NA,observed
1872,mean,autumn,9.52,FALSE,NA,observed
1872,mean,annual,9.76,FALSE,NA,observed
1873,mean,winter,4.18,FALSE,NA,observed
1873,mean,spring,7.67,FALSE,NA,observed
1873,mean,summer,15.28,FALSE,NA,observed
1873,mean,autumn,8.9,FALSE,NA,observed
1873,mean,annual,9.03,FALSE,NA,observed
1874,mean,winter,4.93,FALSE,NA,observed
1874,mean,spring,8.82,FALSE,NA,observed
1874,mean,summer,15.45,FALSE,NA,observed
1874,mean,autumn,9.87,FALSE,NA,observed
1874,mean,annual,9.33,FALSE,NA,observed
1875,mean,winter,2.85,FALSE,NA,observed
1875,mean,spring,8.67,FALSE,NA,observed
1875,mean,summer,15.04,FALSE,NA,observed
1875,mean,autumn,9.72,FALSE,NA,observed
1875,mean,annual,9.48,FALSE,NA,observed
1876,mean,winter,4.05,FALSE,NA,observed
1876,mean,spring,7.33,FALSE,NA,observed
1876,mean,summer,16.02,FALSE,NA,observed
1876,mean,autumn,10.05,FALSE,NA,observed
1876,mean,annual,9.53,FALSE,NA,observed
1877,mean,winter,5.89,FALSE,NA,observed
1877,mean,spring,7,FALSE,NA,observed
1877,mean,summer,15.03,FALSE,NA,observed
1877,mean,autumn,9.2,FALSE,NA,observed
1877,mean,annual,9.19,FALSE,NA,observed
1878,mean,winter,4.95,FALSE,NA,observed
1878,mean,spring,8.7,FALSE,NA,observed
1878,mean,summer,15.98,FALSE,NA,observed
1878,mean,autumn,9.01,FALSE,NA,observed
1878,mean,annual,9.26,FALSE,NA,observed
1879,mean,winter,0.62,TRUE,NA,observed
1879,mean,spring,6.44,TRUE,NA,observed
1879,mean,summer,13.67,TRUE,NA,observed
1879,mean,autumn,8.54,TRUE,NA,observed
1879,mean,annual,7.44,TRUE,NA,observed
1880,mean,winter,2.39,TRUE,NA,observed
1880,mean,spring,8.17,TRUE,NA,observed
1880,mean,summer,15.25,TRUE,NA,observed
1880,mean,autumn,9,TRUE,NA,observed
1880,mean,annual,9.09,TRUE,NA,observed
1881,mean,winter,2.22,TRUE,NA,observed
1881,mean,spring,8.15,TRUE,NA,observed
1881,mean,summer,14.61,TRUE,NA,observed
1881,mean,autumn,9.61,TRUE,NA,observed
1881,mean,annual,8.58,TRUE,NA,observed
1882,mean,winter,5.03,TRUE,NA,observed
1882,mean,spring,9.11,TRUE,NA,observed
1882,mean,summer,14.41,TRUE,NA,observed
1882,mean,autumn,9.25,TRUE,NA,observed
1882,mean,annual,9.48,TRUE,NA,observed
1883,mean,winter,4.79,TRUE,NA,observed
1883,mean,spring,6.85,TRUE,NA,observed
1883,mean,summer,14.57,TRUE,NA,observed
1883,mean,autumn,9.6,TRUE,NA,observed
1883,mean,annual,9.04,TRUE,NA,observed
1884,mean,winter,5.45,TRUE,NA,observed
1884,mean,spring,8.35,TRUE,NA,observed
1884,mean,summer,15.89,TRUE,NA,observed
1884,mean,autumn,9.72,TRUE,NA,observed
1884,mean,annual,9.85,TRUE,NA,observed
1885,mean,winter,4.32,TRUE,NA,observed
1885,mean,spring,7.03,TRUE,NA,observed
1885,mean,summer,14.61,TRUE,NA,observed
1885,mean,autumn,8.52,TRUE,NA,observed
1885,mean,annual,8.58,TRUE,NA,observed
1886,mean,winter,2.46,TRUE,NA,observed
1886,mean,spring,7.37,TRUE,NA,observed
1886,mean,summer,15.12,TRUE,NA,observed
1886,mean,autumn,10.51,TRUE,NA,observed
1886,mean,annual,8.74,TRUE,NA,observed
1887,mean,winter,2.66,TRUE,NA,observed
1887,mean,spring,6.3,TRUE,NA,observed
1887,mean,summer,16.11,TRUE,NA,observed
1887,mean,autumn,7.76,TRUE,NA,observed
1887,mean,annual,8.3,TRUE,NA,observed
1888,mean,winter,2.55,TRUE,NA,observed
1888,mean,spring,6.67,TRUE,NA,observed
1888,mean,summer,13.67,TRUE,NA,observed
1888,mean,autumn,9.25,TRUE,NA,observed
1888,mean,annual,8.24,TRUE,NA,observed
1889,mean,winter,3.76,TRUE,NA,observed
