year,metric,season,temperature_c,in_common_window,baseline_period,missing_type
1889,mean,spring,8.25,TRUE,NA,observed
1889,mean,summer,15.1,TRUE,NA,observed
1889,mean,autumn,9.42,TRUE,NA,observed
1889,mean,annual,9.02,TRUE,NA,observed
1890,mean,winter,4.07,TRUE,NA,observed
1890,mean,spring,8.35,TRUE,NA,observed
1890,mean,summer,14.04,TRUE,NA,observed
1890,mean,autumn,9.91,TRUE,NA,observed
1890,mean,annual,8.77,TRUE,NA,observed
1891,mean,winter,1.39,TRUE,NA,observed
1891,mean,spring,6.5,TRUE,NA,observed
1891,mean,summer,14.63,TRUE,NA,observed
1891,mean,autumn,9.73,TRUE,NA,observed
1891,mean,annual,8.51,TRUE,NA,observed
1892,mean,winter,3.33,TRUE,NA,observed
1892,mean,spring,7.2,TRUE,NA,observed
1892,mean,summer,14.31,TRUE,NA,observed
1892,mean,autumn,8.62,TRUE,NA,observed
1892,mean,annual,8.18,TRUE,NA,observed
1893,mean,winter,2.84,TRUE,NA,observed
1893,mean,spring,10.2,TRUE,NA,observed
1893,mean,summer,16.48,TRUE,NA,observed
1893,mean,autumn,9.34,TRUE,NA,observed
1893,mean,annual,10.01,TRUE,NA,observed
1894,mean,winter,4.41,TRUE,NA,observed
1894,mean,spring,8.52,TRUE,NA,observed
1894,mean,summer,14.54,TRUE,NA,observed
1894,mean,autumn,9.6,TRUE,NA,observed
1894,mean,annual,9.32,TRUE,NA,observed
1895,mean,winter,1.27,TRUE,NA,observed
1895,mean,spring,8.57,TRUE,NA,observed
1895,mean,summer,15.27,TRUE,NA,observed
1895,mean,autumn,9.97,TRUE,NA,observed
1895,mean,annual,8.7,TRUE,NA,observed
1896,mean,winter,4.43,TRUE,NA,observed
1896,mean,spring,9.23,TRUE,NA,observed
1896,mean,summer,15.56,TRUE,NA,observed
1896,mean,autumn,8.09,TRUE,NA,observed
1896,mean,annual,9.34,TRUE,NA,observed
1897,mean,winter,3.7,TRUE,NA,observed
1897,mean,spring,7.88,TRUE,NA,observed
1897,mean,summer,15.94,TRUE,NA,observed
1897,mean,autumn,9.87,TRUE,NA,observed
1897,mean,annual,9.44,TRUE,NA,observed
1898,mean,winter,5.39,TRUE,NA,observed
1898,mean,spring,7.66,TRUE,NA,observed
1898,mean,summer,15.15,TRUE,NA,observed
1898,mean,autumn,11.23,TRUE,NA,observed
1898,mean,annual,10.1,TRUE,NA,observed
1899,mean,winter,5.79,TRUE,NA,observed
1899,mean,spring,7.6,TRUE,NA,observed
1899,mean,summer,16.95,TRUE,NA,observed
1899,mean,autumn,10.15,TRUE,NA,observed
1899,mean,annual,9.71,TRUE,NA,observed
1900,mean,winter,3.08,TRUE,NA,observed
1900,mean,spring,7.42,TRUE,NA,observed
1900,mean,summer,15.85,TRUE,NA,observed
1900,mean,autumn,10.23,TRUE,NA,observed
1900,mean,annual,9.6,TRUE,NA,observed
1901,mean,winter,4.4,TRUE,NA,observed
1901,mean,spring,8.06,TRUE,NA,observed
1901,mean,summer,15.85,TRUE,NA,observed
1901,mean,autumn,9.47,TRUE,NA,observed
1901,mean,annual,9.15,TRUE,NA,observed
1902,mean,winter,3.26,TRUE,NA,observed
1902,mean,spring,7.7,TRUE,NA,observed
1902,mean,summer,14.3,TRUE,NA,observed
1902,mean,autumn,9.73,TRUE,NA,observed
1902,mean,annual,8.88,TRUE,NA,observed
1903,mean,winter,5.24,TRUE,NA,observed
1903,mean,spring,8.22,TRUE,NA,observed
1903,mean,summer,14.21,TRUE,NA,observed
1903,mean,autumn,10.01,TRUE,NA,observed
1903,mean,annual,9.33,TRUE,NA,observed
1904,mean,winter,3.6,TRUE,NA,observed
1904,mean,spring,7.96,TRUE,NA,observed
1904,mean,summer,15.19,TRUE,NA,observed
1904,mean,autumn,9.13,TRUE,NA,observed
1904,mean,annual,9.02,TRUE,NA,observed
1905,mean,winter,4.13,TRUE,NA,observed
1905,mean,spring,8.31,TRUE,NA,observed
1905,mean,summer,15.54,TRUE,NA,observed
1905,mean,autumn,8.12,TRUE,NA,observed
1905,mean,annual,9.16,TRUE,NA,observed
1906,mean,winter,4.48,TRUE,NA,observed
1906,mean,spring,7.64,TRUE,NA,observed
1906,mean,summer,15.61,TRUE,NA,observed
1906,mean,autumn,10.7,TRUE,NA,observed
1906,mean,annual,9.47,TRUE,NA,observed
1907,mean,winter,3.14,TRUE,NA,observed
1907,mean,spring,8.14,TRUE,NA,observed
1907,mean,summer,13.61,TRUE,NA,observed
1907,mean,autumn,9.96,TRUE,NA,observed
1907,mean,annual,8.88,TRUE,NA,observed
1908,mean,winter,4.11,TRUE,NA,observed
1908,mean,spring,7.58,TRUE,NA,observed
1908,mean,summer,14.91,TRUE,NA,observed
1908,mean,autumn,10.71,TRUE,NA,observed
1908,mean,annual,9.28,TRUE,NA,observed
1909,mean,winter,3.45,TRUE,NA,observed
1909,mean,spring,7.79,TRUE,NA,observed
1909,mean,summer,13.96,TRUE,NA,observed
1909,mean,autumn,9.05,TRUE,NA,observed
1909,mean,annual,8.59,TRUE,NA,observed
1910,mean,winter,4.14,TRUE,NA,observed
1910,mean,spring,8.2,TRUE,NA,observed
1910,mean,summer,14.7,TRUE,NA,observed
1910,mean,autumn,8.79,TRUE,NA,observed
1910,mean,annual,9.19,TRUE,NA,observed
1911,mean,winter,5.01,TRUE,NA,observed
1911,mean,spring,8.54,TRUE,NA,observed
1911,mean,summer,16.99,TRUE,NA,observed
1911,mean,autumn,9.76,TRUE,NA,observed
1911,mean,annual,10.09,TRUE,NA,observed
1912,mean,winter,5.06,TRUE,NA,observed
1912,mean,spring,9.37,TRUE,NA,observed
1912,mean,summer,14.3,TRUE,NA,observed
1912,mean,autumn,8.53,TRUE,NA,observed
1912,mean,annual,9.37,TRUE,NA,observed
1913,mean,winter,5.35,TRUE,NA,observed
1913,mean,spring,8.57,TRUE,NA,observed
1913,mean,summer,14.7,TRUE,NA,observed
1913,mean,autumn,11.13,TRUE,NA,observed
1913,mean,annual,9.83,TRUE,NA,observed
1914,mean,winter,5.15,TRUE,NA,observed
1914,mean,spring,8.89,TRUE,NA,observed
1914,mean,summer,15.51,TRUE,NA,observed
1914,mean,autumn,10.14,TRUE,NA,observed
1914,mean,annual,9.9,TRUE,NA,observed
1915,mean,winter,4.33,TRUE,NA,observed
1915,mean,spring,7.97,TRUE,NA,observed
1915,mean,summer,14.77,TRUE,NA,observed
1915,mean,autumn,8.44,TRUE,NA,observed
1915,mean,annual,8.96,TRUE,NA,observed
1916,mean,winter,5.6,TRUE,NA,observed
1916,mean,spring,7.69,TRUE,NA,observed
1916,mean,summer,14.53,TRUE,NA,observed
1916,mean,autumn,10.14,TRUE,NA,observed
1916,mean,annual,9.21,TRUE,NA,observed
1917,mean,winter,1.49,TRUE,NA,observed
1917,mean,spring,7.15,TRUE,NA,observed
1917,mean,summer,15.54,TRUE,NA,observed
1917,mean,autumn,9.74,TRUE,NA,observed
1917,mean,annual,8.55,TRUE,NA,observed
1918,mean,winter,4.12,TRUE,NA,observed
1918,mean,spring,8.49,TRUE,NA,observed
1918,mean,summer,14.95,TRUE,NA,observed
1918,mean,autumn,8.9,TRUE,NA,observed
1918,mean,annual,9.53,TRUE,NA,observed
1919,mean,winter,3.97,TRUE,NA,observed
1919,mean,spring,8.08,TRUE,NA,observed
1919,mean,summer,14.64,TRUE,NA,observed
1919,mean,autumn,7.8,TRUE,NA,observed
1919,mean,annual,8.53,TRUE,NA,observed
1920,mean,winter,5.56,TRUE,NA,observed
1920,mean,spring,9.08,TRUE,NA,observed
1920,mean,summer,14.03,TRUE,NA,observed
1920,mean,autumn,10.07,TRUE,NA,observed
1920,mean,annual,9.58,TRUE,NA,observed
1921,mean,winter,5.45,TRUE,NA,observed
1921,mean,spring,8.98,TRUE,NA,observed
1921,mean,summer,16.22,TRUE,NA,observed
1921,mean,autumn,10.53,TRUE,NA,observed
1921,mean,annual,10.51,TRUE,NA,observed
1922,mean,winter,4.88,TRUE,NA,observed
1922,mean,spring,7.62,TRUE,NA,observed
1922,mean,summer,13.7,TRUE,NA,observed
1922,mean,autumn,8.76,TRUE,NA,observed
1922,mean,annual,8.7,TRUE,NA,observed
1923,mean,winter,5.67,TRUE,NA,observed
1923,mean,spring,7.77,TRUE,NA,observed
1923,mean,summer,15.09,TRUE,NA,observed
1923,mean,autumn,8.51,TRUE,NA,observed
1923,mean,annual,9.11,TRUE,NA,observed
1924,mean,winter,3.95,TRUE,NA,observed
1924,mean,spring,7.54,TRUE,NA,observed
1924,mean,summer,14.44,TRUE,NA,observed
1924,mean,autumn,10.17,TRUE,NA,observed
1924,mean,annual,9.29,TRUE,NA,observed
1925,mean,winter,5.79,TRUE,NA,observed
1925,mean,spring,8.01,TRUE,NA,observed
1925,mean,summer,15.74,TRUE,NA,observed
1925,mean,autumn,8.52,TRUE,NA,observed
1925,mean,annual,9.2,TRUE,NA,observed
1926,mean,winter,4.66,TRUE,NA,observed
1926,mean,spring,8.59,TRUE,NA,observed
1926,mean,summer,15.66,TRUE,NA,observed
1926,mean,autumn,9.45,TRUE,NA,observed
1926,mean,annual,9.74,TRUE,NA,observed
1927,mean,winter,4.24,TRUE,NA,observed
1927,mean,spring,8.81,TRUE,NA,observed
1927,mean,summer,14.76,TRUE,NA,observed
1927,mean,autumn,9.74,TRUE,NA,observed
1927,mean,annual,9.24,TRUE,NA,observed
1928,mean,winter,4.34,TRUE,NA,observed
1928,mean,spring,8.57,TRUE,NA,observed
1928,mean,summer,14.79,TRUE,NA,observed
1928,mean,autumn,10.17,TRUE,NA,observed
1928,mean,annual,9.59,TRUE,NA,observed
1929,mean,winter,1.74,TRUE,NA,observed
1929,mean,spring,8.11,TRUE,NA,observed
1929,mean,summer,14.92,TRUE,NA,observed
1929,mean,autumn,10.52,TRUE,NA,observed
1929,mean,annual,9.06,TRUE,NA,observed
1930,mean,winter,4.7,TRUE,NA,observed
1930,mean,spring,8.1,TRUE,NA,observed
1930,mean,summer,15.4,TRUE,NA,observed
1930,mean,autumn,10.1,TRUE,NA,observed
1930,mean,annual,9.47,TRUE,NA,observed
1931,mean,winter,3.8,TRUE,NA,observed
1931,mean,spring,7.77,TRUE,NA,observed
1931,mean,summer,14.7,TRUE,NA,observed
1931,mean,autumn,9.36,TRUE,NA,observed
1931,mean,annual,9.02,TRUE,NA,observed
1932,mean,winter,4.88,TRUE,NA,observed
1932,mean,spring,7.37,TRUE,NA,observed
1932,mean,summer,15.78,TRUE,NA,observed
1932,mean,autumn,9.43,TRUE,NA,observed
1932,mean,annual,9.41,TRUE,NA,observed
1933,mean,winter,4.06,TRUE,NA,observed
1933,mean,spring,9.44,TRUE,NA,observed
1933,mean,summer,17.02,TRUE,NA,observed
1933,mean,autumn,10.2,TRUE,NA,observed
1933,mean,annual,9.86,TRUE,NA,observed
1934,mean,winter,3.15,TRUE,NA,observed
1934,mean,spring,8.03,TRUE,NA,observed
1934,mean,summer,16.18,TRUE,NA,observed
1934,mean,autumn,10.44,TRUE,NA,observed
1934,mean,annual,10.03,TRUE,NA,observed
1935,mean,winter,6.14,TRUE,NA,observed
1935,mean,spring,8.23,TRUE,NA,observed
1935,mean,summer,16.28,TRUE,NA,observed
1935,mean,autumn,9.99,TRUE,NA,observed
1935,mean,annual,9.74,TRUE,NA,observed
1936,mean,winter,3.04,TRUE,NA,observed
1936,mean,spring,8.32,TRUE,NA,observed
1936,mean,summer,15.37,TRUE,NA,observed
1936,mean,autumn,9.76,TRUE,NA,observed
1936,mean,annual,9.35,TRUE,NA,observed
1937,mean,winter,5.36,TRUE,NA,observed
1937,mean,spring,8.32,TRUE,NA,observed
1937,mean,summer,15.72,TRUE,NA,observed
1937,mean,autumn,9.64,TRUE,NA,observed
1937,mean,annual,9.59,TRUE,NA,observed
1938,mean,winter,4.58,TRUE,NA,observed
1938,mean,spring,9.15,TRUE,NA,observed
1938,mean,summer,15.31,TRUE,NA,observed
1938,mean,autumn,11.23,TRUE,NA,observed
1938,mean,annual,10.21,TRUE,NA,observed
1939,mean,winter,4.7,TRUE,NA,observed
1939,mean,spring,8.67,TRUE,NA,observed
1939,mean,summer,15.38,TRUE,NA,observed
1939,mean,autumn,10.34,TRUE,NA,observed
1939,mean,annual,9.7,TRUE,NA,observed
1940,mean,winter,1.44,TRUE,NA,observed
1940,mean,spring,9.07,TRUE,NA,observed
1940,mean,summer,15.69,TRUE,NA,observed
1940,mean,autumn,9.76,TRUE,NA,observed
1940,mean,annual,9.06,TRUE,NA,observed
1941,mean,winter,2.57,TRUE,NA,observed
1941,mean,spring,6.97,TRUE,NA,observed
1941,mean,summer,15.71,TRUE,NA,observed
1941,mean,autumn,10.5,TRUE,NA,observed
1941,mean,annual,9.12,TRUE,NA,observed
1942,mean,winter,2.27,TRUE,NA,observed
1942,mean,spring,8.49,TRUE,NA,observed
1942,mean,summer,15.51,TRUE,NA,observed
1942,mean,autumn,9.64,TRUE,NA,observed
1942,mean,annual,9.11,TRUE,NA,observed
1943,mean,winter,5.89,TRUE,NA,observed
1943,mean,spring,9.59,TRUE,NA,observed
1943,mean,summer,15.65,TRUE,NA,observed
1943,mean,autumn,10.07,TRUE,NA,observed
1943,mean,annual,10.05,TRUE,NA,observed
1944,mean,winter,4.32,TRUE,NA,observed
1944,mean,spring,8.92,TRUE,NA,observed
1944,mean,summer,15.69,TRUE,NA,observed
1944,mean,autumn,9.33,TRUE,NA,observed
1944,mean,annual,9.59,TRUE,NA,observed
1945,mean,winter,3.59,TRUE,NA,observed
1945,mean,spring,10.07,TRUE,NA,observed
1945,mean,summer,15.75,TRUE,NA,observed
1945,mean,autumn,11.17,TRUE,NA,observed
1945,mean,annual,10.29,TRUE,NA,observed
1946,mean,winter,4.45,TRUE,NA,observed
1946,mean,spring,8.55,TRUE,NA,observed
1946,mean,summer,14.72,TRUE,NA,observed
1946,mean,autumn,10.62,TRUE,NA,observed
1946,mean,annual,9.46,TRUE,NA,observed
1947,mean,winter,1.23,TRUE,NA,observed
1947,mean,spring,8.57,TRUE,NA,observed
1947,mean,summer,17.05,TRUE,NA,observed
1947,mean,autumn,10.9,TRUE,NA,observed
1947,mean,annual,9.65,TRUE,NA,observed
1948,mean,winter,5.07,TRUE,NA,observed
1948,mean,spring,9.57,TRUE,NA,observed
1948,mean,summer,14.81,TRUE,NA,observed
1948,mean,autumn,10.4,TRUE,NA,observed
1948,mean,annual,10.03,TRUE,NA,observed
1949,mean,winter,5.63,TRUE,NA,observed
1949,mean,spring,8.75,TRUE,NA,observed
1949,mean,summer,16.51,TRUE,NA,observed
1949,mean,autumn,11.54,TRUE,NA,observed
1949,mean,annual,10.64,TRUE,NA,observed
1950,mean,winter,5.09,TRUE,NA,observed
1950,mean,spring,8.78,TRUE,NA,observed
1950,mean,summer,15.9,TRUE,NA,observed
1950,mean,autumn,9.4,TRUE,NA,observed
1950,mean,annual,9.43,TRUE,NA,observed
1951,mean,winter,2.91,TRUE,NA,observed
1951,mean,spring,7,TRUE,NA,observed
1951,mean,summer,15.04,TRUE,NA,observed
1951,mean,autumn,10.65,TRUE,NA,observed
1951,mean,annual,9.3,TRUE,NA,observed
1952,mean,winter,3.88,TRUE,NA,observed
1952,mean,spring,9.87,TRUE,NA,observed
1952,mean,summer,15.68,TRUE,NA,observed
1952,mean,autumn,7.91,TRUE,NA,observed
1952,mean,annual,9.12,TRUE,NA,observed
1953,mean,winter,3.44,TRUE,NA,observed
1953,mean,spring,8.51,TRUE,NA,observed
1953,mean,summer,15.38,TRUE,NA,observed
1953,mean,autumn,10.66,TRUE,NA,observed
1953,mean,annual,9.87,TRUE,NA,observed
1954,mean,winter,4.18,TRUE,NA,observed
1954,mean,spring,8.21,TRUE,NA,observed
1954,mean,summer,14.07,TRUE,NA,observed
1954,mean,autumn,10.52,TRUE,NA,observed
1954,mean,annual,9.26,TRUE,NA,observed
1955,mean,winter,3.61,TRUE,NA,observed
1955,mean,spring,7.38,TRUE,NA,observed
1955,mean,summer,16.56,TRUE,NA,observed
1955,mean,autumn,10.12,TRUE,NA,observed
1955,mean,annual,9.33,TRUE,NA,observed
1956,mean,winter,3,TRUE,NA,observed
1956,mean,spring,8.28,TRUE,NA,observed
1956,mean,summer,14.14,TRUE,NA,observed
1956,mean,autumn,9.89,TRUE,NA,observed
1956,mean,annual,8.87,TRUE,NA,observed
1957,mean,winter,5.51,TRUE,NA,observed
1957,mean,spring,9.47,TRUE,NA,observed
1957,mean,summer,15.64,TRUE,NA,observed
1957,mean,autumn,9.91,TRUE,NA,observed
1957,mean,annual,10.06,TRUE,NA,observed
1958,mean,winter,4.18,TRUE,NA,observed
1958,mean,spring,7.4,TRUE,NA,observed
1958,mean,summer,15.28,TRUE,NA,observed
1958,mean,autumn,10.77,TRUE,NA,observed
1958,mean,annual,9.45,TRUE,NA,observed
1959,mean,winter,3.55,TRUE,NA,observed
1959,mean,spring,9.84,TRUE,NA,observed
1959,mean,summer,16.58,TRUE,NA,observed
1959,mean,autumn,11.55,TRUE,NA,observed
1959,mean,annual,10.52,TRUE,NA,observed
1960,mean,winter,4.65,TRUE,NA,observed
1960,mean,spring,9.37,TRUE,NA,observed
1960,mean,summer,15.39,TRUE,NA,observed
1960,mean,autumn,10.23,TRUE,NA,observed
1960,mean,annual,9.75,TRUE,NA,observed
1961,mean,winter,4.83,TRUE,1961_1990,observed
1961,mean,spring,9.73,TRUE,1961_1990,observed
1961,mean,summer,15.01,TRUE,1961_1990,observed
1961,mean,autumn,10.7,TRUE,1961_1990,observed
1961,mean,annual,9.95,TRUE,1961_1990,observed
1962,mean,winter,3.61,TRUE,1961_1990,observed
1962,mean,spring,6.92,TRUE,1961_1990,observed
1962,mean,summer,14.43,TRUE,1961_1990,observed
1962,mean,autumn,9.52,TRUE,1961_1990,observed
1962,mean,annual,8.61,TRUE,1961_1990,observed
1963,mean,winter,-0.32,TRUE,1961_1990,observed
1963,mean,spring,8.43,TRUE,1961_1990,observed
1963,mean,summer,14.8,TRUE,1961_1990,observed
1963,mean,autumn,10.74,TRUE,1961_1990,observed
1963,mean,annual,8.52,TRUE,1961_1990,observed
1964,mean,winter,3.48,TRUE,1961_1990,observed
1964,mean,spring,8.77,TRUE,1961_1990,observed
1964,mean,summer,15.15,TRUE,1961_1990,observed
1964,mean,autumn,10.12,TRUE,1961_1990,observed
1964,mean,annual,9.48,TRUE,1961_1990,observed
1965,mean,winter,3.34,TRUE,1961_1990,observed
1965,mean,spring,8.32,TRUE,1961_1990,observed
1965,mean,summer,14.53,TRUE,1961_1990,observed
1965,mean,autumn,9.29,TRUE,1961_1990,observed
1965,mean,annual,8.99,TRUE,1961_1990,observed
1966,mean,winter,4.39,TRUE,1961_1990,observed
1966,mean,spring,8.24,TRUE,1961_1990,observed
1966,mean,summer,15.03,TRUE,1961_1990,observed
1966,mean,autumn,9.84,TRUE,1961_1990,observed
1966,mean,annual,9.47,TRUE,1961_1990,observed
1967,mean,winter,5.12,TRUE,1961_1990,observed
1967,mean,spring,8.37,TRUE,1961_1990,observed
1967,mean,summer,15.48,TRUE,1961_1990,observed
1967,mean,autumn,9.91,TRUE,1961_1990,observed
1967,mean,annual,9.64,TRUE,1961_1990,observed
1968,mean,winter,3.55,TRUE,1961_1990,observed
1968,mean,spring,8.07,TRUE,1961_1990,observed
1968,mean,summer,15.07,TRUE,1961_1990,observed
1968,mean,autumn,10.98,TRUE,1961_1990,observed
1968,mean,annual,9.33,TRUE,1961_1990,observed
1969,mean,winter,3.24,TRUE,1961_1990,observed
1969,mean,spring,7.32,TRUE,1961_1990,observed
1969,mean,summer,15.72,TRUE,1961_1990,observed
1969,mean,autumn,10.81,TRUE,1961_1990,observed
1969,mean,annual,9.32,TRUE,1961_1990,observed
1970,mean,winter,3.29,TRUE,1961_1990,observed
1970,mean,spring,7.81,TRUE,1961_1990,observed
1970,mean,summer,15.86,TRUE,1961_1990,observed
1970,mean,autumn,10.96,TRUE,1961_1990,observed
1970,mean,annual,9.6,TRUE,1961_1990,observed
1971,mean,winter,4.43,TRUE,1961_1990,observed
1971,mean,spring,8.14,TRUE,1961_1990,observed
1971,mean,summer,14.99,TRUE,1961_1990,observed
1971,mean,autumn,10.44,TRUE,1961_1990,observed
1971,mean,annual,9.72,TRUE,1961_1990,observed
1972,mean,winter,4.95,TRUE,1961_1990,observed
1972,mean,spring,8.4,TRUE,1961_1990,observed
1972,mean,summer,14.19,TRUE,1961_1990,observed
1972,mean,autumn,9.55,TRUE,1961_1990,observed
1972,mean,annual,9.22,TRUE,1961_1990,observed
1973,mean,winter,4.89,TRUE,1961_1990,observed
1973,mean,spring,8.21,TRUE,1961_1990,observed
1973,mean,summer,15.64,TRUE,1961_1990,observed
1973,mean,autumn,9.76,TRUE,1961_1990,observed
1973,mean,annual,9.57,TRUE,1961_1990,observed
1974,mean,winter,5.41,TRUE,1961_1990,observed
1974,mean,spring,8.26,TRUE,1961_1990,observed
1974,mean,summer,14.7,TRUE,1961_1990,observed
1974,mean,autumn,8.72,TRUE,1961_1990,observed
1974,mean,annual,9.55,TRUE,1961_1990,observed
1975,mean,winter,6.43,TRUE,1961_1990,observed
1975,mean,spring,7.61,TRUE,1961_1990,observed
1975,mean,summer,16.89,TRUE,1961_1990,observed
1975,mean,autumn,9.69,TRUE,1961_1990,observed
1975,mean,annual,9.94,TRUE,1961_1990,observed
1976,mean,winter,5.16,TRUE,1961_1990,observed
1976,mean,spring,8.26,TRUE,1961_1990,observed
1976,mean,summer,17.72,TRUE,1961_1990,observed
1976,mean,autumn,9.89,TRUE,1961_1990,observed
1976,mean,annual,10,TRUE,1961_1990,observed
1977,mean,winter,3.18,TRUE,1961_1990,observed
1977,mean,spring,8.17,TRUE,1961_1990,observed
1977,mean,summer,14.39,TRUE,1961_1990,observed
1977,mean,autumn,10.35,TRUE,1961_1990,observed
1977,mean,annual,9.4,TRUE,1961_1990,observed
1978,mean,winter,4.04,TRUE,1961_1990,observed
1978,mean,spring,8.24,TRUE,1961_1990,observed
1978,mean,summer,14.44,TRUE,1961_1990,observed
1978,mean,autumn,11.34,TRUE,1961_1990,observed
1978,mean,annual,9.35,TRUE,1961_1990,observed
1979,mean,winter,1.51,TRUE,1961_1990,observed
1979,mean,spring,7.38,TRUE,1961_1990,observed
1979,mean,summer,14.93,TRUE,1961_1990,observed
1979,mean,autumn,10.34,TRUE,1961_1990,observed
1979,mean,annual,8.74,TRUE,1961_1990,observed
1980,mean,winter,4.52,TRUE,1961_1990,observed
1980,mean,spring,8.21,TRUE,1961_1990,observed
1980,mean,summer,14.78,TRUE,1961_1990,observed
1980,mean,autumn,9.91,TRUE,1961_1990,observed
1980,mean,annual,9.35,TRUE,1961_1990,observed
1981,mean,winter,4.45,TRUE,1961_1990,observed
1981,mean,spring,8.95,TRUE,1961_1990,observed
1981,mean,summer,14.98,TRUE,1961_1990,observed
1981,mean,autumn,10.06,TRUE,1961_1990,observed
1981,mean,annual,9.19,TRUE,1961_1990,observed
1982,mean,winter,2.43,TRUE,1961_1990,observed
1982,mean,spring,8.72,TRUE,1961_1990,observed
1982,mean,summer,15.88,TRUE,1961_1990,observed
1982,mean,autumn,10.58,TRUE,1961_1990,observed
1982,mean,annual,9.78,TRUE,1961_1990,observed
1983,mean,winter,4.3,TRUE,1961_1990,observed
1983,mean,spring,7.85,TRUE,1961_1990,observed
1983,mean,summer,17.08,TRUE,1961_1990,observed
1983,mean,autumn,10.44,TRUE,1961_1990,observed
1983,mean,annual,10.06,TRUE,1961_1990,observed
1984,mean,winter,4.27,TRUE,1961_1990,observed
1984,mean,spring,7.57,TRUE,1961_1990,observed
1984,mean,summer,16.31,TRUE,1961_1990,observed
1984,mean,autumn,10.79,TRUE,1961_1990,observed
1984,mean,annual,9.72,TRUE,1961_1990,observed
1985,mean,winter,2.74,TRUE,1961_1990,observed
1985,mean,spring,7.95,TRUE,1961_1990,observed
1985,mean,summer,14.47,TRUE,1961_1990,observed
1985,mean,autumn,9.79,TRUE,1961_1990,observed
1985,mean,annual,8.86,TRUE,1961_1990,observed
1986,mean,winter,3.01,TRUE,1961_1990,observed
1986,mean,spring,7.26,TRUE,1961_1990,observed
1986,mean,summer,14.72,TRUE,1961_1990,observed
1986,mean,autumn,9.93,TRUE,1961_1990,observed
1986,mean,annual,8.75,TRUE,1961_1990,observed
1987,mean,winter,3.5,TRUE,1961_1990,observed
1987,mean,spring,8.13,TRUE,1961_1990,observed
1987,mean,summer,14.74,TRUE,1961_1990,observed
1987,mean,autumn,9.84,TRUE,1961_1990,observed
1987,mean,annual,9.03,TRUE,1961_1990,observed
1988,mean,winter,5.23,TRUE,1961_1990,observed
1988,mean,spring,8.83,TRUE,1961_1990,observed
1988,mean,summer,14.7,TRUE,1961_1990,observed
1988,mean,autumn,9.52,TRUE,1961_1990,observed
1988,mean,annual,9.74,TRUE,1961_1990,observed
1989,mean,winter,6.5,TRUE,1961_1990,observed
1989,mean,spring,9.03,TRUE,1961_1990,observed
1989,mean,summer,16.4,TRUE,1961_1990,observed
1989,mean,autumn,10.73,TRUE,1961_1990,observed
1989,mean,annual,10.46,TRUE,1961_1990,observed
1990,mean,winter,6.15,TRUE,1961_1990,observed
1990,mean,spring,9.63,TRUE,1961_1990,observed
1990,mean,summer,16.12,TRUE,1961_1990,observed
1990,mean,autumn,10.55,TRUE,1961_1990,observed
1990,mean,annual,10.59,TRUE,1961_1990,observed
1991,mean,winter,3.05,TRUE,1991_2020,observed
1991,mean,spring,8.83,TRUE,1991_2020,observed
1991,mean,summer,15.45,TRUE,1991_2020,observed
1991,mean,autumn,10.43,TRUE,1991_2020,observed
1991,mean,annual,9.5,TRUE,1991_2020,observed
1992,mean,winter,4.51,TRUE,1991_2020,observed
1992,mean,spring,9.94,TRUE,1991_2020,observed
1992,mean,summer,15.72,TRUE,1991_2020,observed
1992,mean,autumn,9.39,TRUE,1991_2020,observed
1992,mean,annual,9.81,TRUE,1991_2020,observed
1993,mean,winter,4.66,TRUE,1991_2020,observed
1993,mean,spring,9.19,TRUE,1991_2020,observed
1993,mean,summer,14.9,TRUE,1991_2020,observed
1993,mean,autumn,8.38,TRUE,1991_2020,observed
1993,mean,annual,9.48,TRUE,1991_2020,observed
1994,mean,winter,4.68,TRUE,1991_2020,observed
1994,mean,spring,8.81,TRUE,1991_2020,observed
1994,mean,summer,16.15,TRUE,1991_2020,observed
1994,mean,autumn,10.87,TRUE,1991_2020,observed
1994,mean,annual,10.23,TRUE,1991_2020,observed
1995,mean,winter,5.83,TRUE,1991_2020,observed
1995,mean,spring,8.78,TRUE,1991_2020,observed
1995,mean,summer,17.33,TRUE,1991_2020,observed
1995,mean,autumn,11.34,TRUE,1991_2020,observed
1995,mean,annual,10.49,TRUE,1991_2020,observed
1996,mean,winter,2.99,TRUE,1991_2020,observed
1996,mean,spring,7.41,TRUE,1991_2020,observed
1996,mean,summer,15.83,TRUE,1991_2020,observed
1996,mean,autumn,10.3,TRUE,1991_2020,observed
1996,mean,annual,9.2,TRUE,1991_2020,observed
1997,mean,winter,3.87,TRUE,1991_2020,observed
1997,mean,spring,9.65,TRUE,1991_2020,observed
1997,mean,summer,16.56,TRUE,1991_2020,observed
1997,mean,autumn,10.81,TRUE,1991_2020,observed
1997,mean,annual,10.51,TRUE,1991_2020,observed
1998,mean,winter,6,TRUE,1991_2020,observed
1998,mean,spring,9.59,TRUE,1991_2020,observed
1998,mean,summer,15.19,TRUE,1991_2020,observed
1998,mean,autumn,10.44,TRUE,1991_2020,observed
1998,mean,annual,10.3,TRUE,1991_2020,observed
1999,mean,winter,5.42,TRUE,1991_2020,observed
1999,mean,spring,9.94,TRUE,1991_2020,observed
1999,mean,summer,15.89,TRUE,1991_2020,observed
1999,mean,autumn,11.3,TRUE,1991_2020,observed
